STATION_ID,DATE TIME,OBS DATE,VALUE,Rounded Date,Rainfall,Cumulative Daily Rainfall,Event ID,Cumulative Rainfall per Event
BLN,2023-12-27 14:03,2023-12-27 14:03:00,5.51,2023-12-27 14:00:00,0.04,0.3999999999999994,356,4.769999999999996
BLN,2023-12-27 14:18,2023-12-27 14:18:00,5.55,2023-12-27 14:00:00,0.04,0.4399999999999995,356,4.809999999999996
BLN,2023-12-27 14:33,2023-12-27 14:33:00,5.59,2023-12-27 15:00:00,0.04,0.4799999999999995,356,4.849999999999996
BLN,2023-12-27 14:49,2023-12-27 14:49:00,5.63,2023-12-27 15:00:00,0.04,0.5199999999999996,356,4.889999999999996
BLN,2023-12-27 15:01,2023-12-27 15:01:00,5.67,2023-12-27 15:00:00,0.04,0.5599999999999996,356,4.929999999999996
BLN,2023-12-27 15:13,2023-12-27 15:13:00,5.71,2023-12-27 15:00:00,0.04,0.5999999999999996,356,4.969999999999996
BLN,2023-12-27 15:28,2023-12-27 15:28:00,5.75,2023-12-27 15:00:00,0.04,0.6399999999999997,356,5.009999999999995
BLN,2023-12-27 15:43,2023-12-27 15:43:00,5.78,2023-12-27 16:00:00,0.0300000000000002,0.6699999999999999,356,5.039999999999996
BLN,2023-12-27 15:55,2023-12-27 15:55:00,5.82,2023-12-27 16:00:00,0.04,0.71,356,5.079999999999996
BLN,2023-12-27 16:09,2023-12-27 16:09:00,5.86,2023-12-27 16:00:00,0.04,0.75,356,5.119999999999996
BLN,2023-12-27 16:24,2023-12-27 16:24:00,5.9,2023-12-27 16:00:00,0.04,0.79,356,5.159999999999996
BLN,2023-12-27 16:33,2023-12-27 16:33:00,5.94,2023-12-27 17:00:00,0.04,0.8300000000000001,356,5.199999999999996
BLN,2023-12-27 16:42,2023-12-27 16:42:00,5.98,2023-12-27 17:00:00,0.04,0.8700000000000001,356,5.239999999999996
BLN,2023-12-27 16:51,2023-12-27 16:51:00,6.02,2023-12-27 17:00:00,0.0399999999999991,0.9099999999999993,356,5.279999999999995
BLN,2023-12-27 16:55,2023-12-27 16:55:00,6.06,2023-12-27 17:00:00,0.04,0.9499999999999992,356,5.319999999999995
BLN,2023-12-27 17:04,2023-12-27 17:04:00,6.1,2023-12-27 17:00:00,0.04,0.9899999999999992,356,5.359999999999995
BLN,2023-12-27 17:16,2023-12-27 17:16:00,6.14,2023-12-27 17:00:00,0.04,1.0299999999999994,356,5.399999999999995
BLN,2023-12-27 17:28,2023-12-27 17:28:00,6.18,2023-12-27 17:00:00,0.04,1.0699999999999994,356,5.439999999999995
BLN,2023-12-27 17:41,2023-12-27 17:41:00,6.22,2023-12-27 18:00:00,0.04,1.1099999999999994,356,5.479999999999995
BLN,2023-12-27 17:58,2023-12-27 17:58:00,6.26,2023-12-27 18:00:00,0.04,1.1499999999999997,356,5.519999999999995
BLN,2023-12-27 18:17,2023-12-27 18:17:00,6.3,2023-12-27 18:00:00,0.04,1.1899999999999995,356,5.559999999999995
BLN,2023-12-27 18:37,2023-12-27 18:37:00,6.34,2023-12-27 19:00:00,0.04,1.2299999999999995,356,5.599999999999995
BLN,2023-12-27 18:57,2023-12-27 18:57:00,6.38,2023-12-27 19:00:00,0.04,1.2699999999999996,356,5.639999999999995
BLN,2023-12-27 19:21,2023-12-27 19:21:00,6.42,2023-12-27 19:00:00,0.04,1.3099999999999996,356,5.679999999999995
BLN,2023-12-27 19:44,2023-12-27 19:44:00,6.45,2023-12-27 20:00:00,0.0300000000000002,1.34,356,5.7099999999999955
BLN,2023-12-27 20:09,2023-12-27 20:09:00,6.49,2023-12-27 20:00:00,0.04,1.38,356,5.749999999999996
BLN,2023-12-27 20:16,2023-12-27 20:16:00,6.53,2023-12-27 20:00:00,0.04,1.42,356,5.789999999999996
BLN,2023-12-27 20:32,2023-12-27 20:32:00,6.57,2023-12-27 21:00:00,0.04,1.46,356,5.829999999999996
BLN,2023-12-27 20:41,2023-12-27 20:41:00,6.61,2023-12-27 21:00:00,0.04,1.5,356,5.869999999999996
BLN,2023-12-27 21:17,2023-12-27 21:17:00,6.65,2023-12-27 21:00:00,0.04,1.54,356,5.909999999999996
BLN,2023-12-27 21:39,2023-12-27 21:39:00,6.69,2023-12-27 22:00:00,0.04,1.58,356,5.949999999999996
BLN,2023-12-27 21:55,2023-12-27 21:55:00,6.73,2023-12-27 22:00:00,0.04,1.62,356,5.989999999999995
BLN,2023-12-27 22:28,2023-12-27 22:28:00,6.77,2023-12-27 22:00:00,0.0399999999999991,1.6599999999999993,356,6.029999999999994
BLN,2023-12-27 23:26,2023-12-27 23:26:00,6.81,2023-12-27 23:00:00,0.04,1.6999999999999993,356,6.069999999999994
BLN,2023-12-28 01:00,2023-12-28 01:00:00,6.85,2023-12-28 01:00:00,0.04,0.04,356,6.109999999999994
BLN,2023-12-28 01:37,2023-12-28 01:37:00,6.85,2023-12-28 02:00:00,0.0,0.04,356,6.109999999999994
BLN,2023-12-28 04:43,2023-12-28 04:43:00,6.89,2023-12-28 05:00:00,0.04,0.08,356,6.149999999999994
