Latitude,Longitude,Distance,Major_Flooding_NAVD88,Moderate_Flooding_NAVD88,Minor_Flooding_NAVD88,Action_Flooding_NAVD88,fid,Named,Cumulative_Distance,Interpolated_Major_Flooding_NAVD88,Interpolated_Moderate_Flooding_NAVD88,Interpolated_Minor_Flooding_NAVD88,Interpolated_Action_Flooding_NAVD88
37.14571,-122.134716,,251.82,249.56,246.56,244.06,1.0,Yes,154242.9953514682,251.82,249.56,246.56,244.06
37.145739,-122.134744,,251.82,249.56,246.56,244.06,1.0,Yes,154247.0630614332,251.82,249.56,246.56,244.06
37.145751,-122.134756,,251.82,249.56,246.56,244.06,1.0,Yes,154248.76898096848,251.82,249.56,246.56,244.06
37.145755,-122.13476,,251.82,249.56,246.56,244.06,1.0,Yes,154249.33762079134,251.82,249.56,246.56,244.06
37.145759,-122.134764,,251.82,249.56,246.56,244.06,1.0,Yes,154249.90626060124,251.82,249.56,246.56,244.06
37.145764,-122.134767,,251.82,249.56,246.56,244.06,1.0,Yes,154250.52185085788,251.82,249.56,246.56,244.06
37.145768,-122.13477,,251.82,249.56,246.56,244.06,1.0,Yes,154251.03963610186,251.82,249.56,246.56,244.06
37.145773,-122.134773,,251.82,249.56,246.56,244.06,1.0,Yes,154251.65522634645,251.82,249.56,246.56,244.06
37.145778,-122.134775,,251.82,249.56,246.56,244.06,1.0,Yes,154252.23788174777,251.82,249.56,246.56,244.06
37.145783,-122.134777,,251.82,249.56,246.56,244.06,1.0,Yes,154252.82053714572,251.82,249.56,246.56,244.06
37.145788,-122.134779,,251.82,249.56,246.56,244.06,1.0,Yes,154253.40319253923,251.82,249.56,246.56,244.06
37.145793,-122.13478,,251.82,249.56,246.56,244.06,1.0,Yes,154253.9651613116,251.82,249.56,246.56,244.06
37.145803,-122.134782,,251.82,249.56,246.56,244.06,1.0,Yes,154255.089098855,251.82,249.56,246.56,244.06
37.145814,-122.134785,,251.82,249.56,246.56,244.06,1.0,Yes,154256.33863841568,251.82,249.56,246.56,244.06
37.14585,-122.134791,,251.82,249.56,246.56,244.06,1.0,Yes,154260.3693345569,251.82,249.56,246.56,244.06
37.145871,-122.134795,,251.82,249.56,246.56,244.06,1.0,Yes,154262.72685968227,251.82,249.56,246.56,244.06
37.145882,-122.134797,,251.82,249.56,246.56,244.06,1.0,Yes,154263.9605067553,251.82,249.56,246.56,244.06
37.145887,-122.134798,,251.82,249.56,246.56,244.06,1.0,Yes,154264.52247551864,251.82,249.56,246.56,244.06
37.145892,-122.134798,,251.82,249.56,246.56,244.06,1.0,Yes,154265.07737741157,251.82,249.56,246.56,244.06
37.145903,-122.134799,,251.82,249.56,246.56,244.06,1.0,Yes,154266.30138997477,251.82,249.56,246.56,244.06
37.145913,-122.1348,,251.82,249.56,246.56,244.06,1.0,Yes,154267.414744019,251.82,249.56,246.56,244.06
37.145924,-122.1348,,251.82,249.56,246.56,244.06,1.0,Yes,154268.6355281875,251.82,249.56,246.56,244.06
37.145988,-122.134802,,251.82,249.56,246.56,244.06,1.0,Yes,154275.7404946001,251.82,249.56,246.56,244.06
37.146003,-122.134802,,251.82,249.56,246.56,244.06,1.0,Yes,154277.40520030682,251.82,249.56,246.56,244.06
37.146014,-122.134802,,251.82,249.56,246.56,244.06,1.0,Yes,154278.62598449457,251.82,249.56,246.56,244.06
37.146019,-122.134802,,251.82,249.56,246.56,244.06,1.0,Yes,154279.18088639888,251.82,249.56,246.56,244.06
37.146024,-122.134801,,251.82,249.56,246.56,244.06,1.0,Yes,154279.74285514888,251.82,249.56,246.56,244.06
37.146029,-122.1348,,251.82,249.56,246.56,244.06,1.0,Yes,154280.3048239001,251.82,249.56,246.56,244.06
37.146034,-122.134799,,251.82,249.56,246.56,244.06,1.0,Yes,154280.86679265008,251.82,249.56,246.56,244.06
37.146039,-122.134797,,251.82,249.56,246.56,244.06,1.0,Yes,154281.44944788897,251.82,249.56,246.56,244.06
37.146044,-122.134795,,251.82,249.56,246.56,244.06,1.0,Yes,154282.0321031252,251.82,249.56,246.56,244.06
37.146049,-122.134793,,251.82,249.56,246.56,244.06,1.0,Yes,154282.6147583556,251.82,249.56,246.56,244.06
37.146054,-122.13479,,251.82,249.56,246.56,244.06,1.0,Yes,154283.2303481948,251.82,249.56,246.56,244.06
37.146063,-122.134785,,251.82,249.56,246.56,244.06,1.0,Yes,154284.3234936089,251.82,249.56,246.56,244.06
37.146073,-122.134779,,251.82,249.56,246.56,244.06,1.0,Yes,154285.55467324218,251.82,249.56,246.56,244.06
37.146096,-122.134764,,251.82,249.56,246.56,244.06,1.0,Yes,154288.43414747703,251.82,249.56,246.56,244.06
37.146115,-122.134752,,251.82,249.56,246.56,244.06,1.0,Yes,154290.7969557465,251.82,249.56,246.56,244.06
37.146125,-122.134745,,251.82,249.56,246.56,244.06,1.0,Yes,154292.0691225782,251.82,249.56,246.56,244.06
37.146134,-122.134739,,251.82,249.56,246.56,244.06,1.0,Yes,154293.201282721,251.82,249.56,246.56,244.06
37.146147,-122.134728,,251.82,249.56,246.56,244.06,1.0,Yes,154294.94384785247,251.82,249.56,246.56,244.06
37.146165,-122.134714,,251.82,249.56,246.56,244.06,1.0,Yes,154297.29705148152,251.82,249.56,246.56,244.06
37.146179,-122.134704,,251.82,249.56,246.56,244.06,1.0,Yes,154299.08683770872,251.82,249.56,246.56,244.06
37.146187,-122.134696,,251.82,249.56,246.56,244.06,1.0,Yes,154300.2241148884,251.82,249.56,246.56,244.06
37.146192,-122.134692,,251.82,249.56,246.56,244.06,1.0,Yes,154300.88305315416,251.82,249.56,246.56,244.06
37.146196,-122.134688,,251.82,249.56,246.56,244.06,1.0,Yes,154301.45169171292,251.82,249.56,246.56,244.06
37.1462,-122.134684,,251.82,249.56,246.56,244.06,1.0,Yes,154302.02033026013,251.82,249.56,246.56,244.06
37.146204,-122.13468,,251.82,249.56,246.56,244.06,1.0,Yes,154302.5889687969,251.82,249.56,246.56,244.06
37.146207,-122.134676,,251.82,249.56,246.56,244.06,1.0,Yes,154303.07593209422,251.82,249.56,246.56,244.06
37.146211,-122.134671,,251.82,249.56,246.56,244.06,1.0,Yes,154303.70393224643,251.82,249.56,246.56,244.06
37.146214,-122.134667,,251.82,249.56,246.56,244.06,1.0,Yes,154304.19089552062,251.82,249.56,246.56,244.06
37.146218,-122.134662,,251.82,249.56,246.56,244.06,1.0,Yes,154304.81889564235,251.82,249.56,246.56,244.06
37.146221,-122.134657,,251.82,249.56,246.56,244.06,1.0,Yes,154305.37402411047,251.82,249.56,246.56,244.06
37.146224,-122.134652,,251.82,249.56,246.56,244.06,1.0,Yes,154305.92915256455,251.82,249.56,246.56,244.06
37.146226,-122.134647,,251.82,249.56,246.56,244.06,1.0,Yes,154306.4257251767,251.82,249.56,246.56,244.06
37.146228,-122.134641,,251.82,249.56,246.56,244.06,1.0,Yes,154307.0031367847,251.82,249.56,246.56,244.06
37.146229,-122.134636,,251.82,249.56,246.56,244.06,1.0,Yes,154307.46099528164,251.82,249.56,246.56,244.06
37.146231,-122.13463,,251.82,249.56,246.56,244.06,1.0,Yes,154308.03840687207,251.82,249.56,246.56,244.06
37.146232,-122.134624,,251.82,249.56,246.56,244.06,1.0,Yes,154308.58288294452,251.82,249.56,246.56,244.06
37.146235,-122.134606,,251.82,249.56,246.56,244.06,1.0,Yes,154310.2163111211,251.82,249.56,246.56,244.06
37.146236,-122.1346,,251.82,249.56,246.56,244.06,1.0,Yes,154310.76078716578,251.82,249.56,246.56,244.06
37.146237,-122.134594,,251.82,249.56,246.56,244.06,1.0,Yes,154311.30526320377,251.82,249.56,246.56,244.06
37.146238,-122.134588,,251.82,249.56,246.56,244.06,1.0,Yes,154311.8497392358,251.82,249.56,246.56,244.06
37.14624,-122.134582,,251.82,249.56,246.56,244.06,1.0,Yes,154312.42715076648,251.82,249.56,246.56,244.06
37.146242,-122.134576,,251.82,249.56,246.56,244.06,1.0,Yes,154313.0045622838,251.82,249.56,246.56,244.06
37.146244,-122.134571,,251.82,249.56,246.56,244.06,1.0,Yes,154313.5011348025,251.82,249.56,246.56,244.06
37.146246,-122.134565,,251.82,249.56,246.56,244.06,1.0,Yes,154314.07854629346,251.82,249.56,246.56,244.06
37.146249,-122.134559,,251.82,249.56,246.56,244.06,1.0,Yes,154314.70702639772,251.82,249.56,246.56,244.06
37.146254,-122.134548,,251.82,249.56,246.56,244.06,1.0,Yes,154315.83082954516,251.82,249.56,246.56,244.06
37.146259,-122.134537,,251.82,249.56,246.56,244.06,1.0,Yes,154316.95463263744,251.82,249.56,246.56,244.06
37.146264,-122.134526,,251.82,249.56,246.56,244.06,1.0,Yes,154318.0784356735,251.82,249.56,246.56,244.06
37.14627,-122.134514,,251.82,249.56,246.56,244.06,1.0,Yes,154319.33539564913,251.82,249.56,246.56,244.06
37.146278,-122.134497,,251.82,249.56,246.56,244.06,1.0,Yes,154321.0873248397,251.82,249.56,246.56,244.06
37.146284,-122.134486,,251.82,249.56,246.56,244.06,1.0,Yes,154322.26987119508,251.82,249.56,246.56,244.06
37.14629,-122.134475,,251.82,249.56,246.56,244.06,1.0,Yes,154323.45241748725,251.82,249.56,246.56,244.06
37.146293,-122.134469,,251.82,249.56,246.56,244.06,1.0,Yes,154324.08089732984,251.82,249.56,246.56,244.06
37.146296,-122.134464,,251.82,249.56,246.56,244.06,1.0,Yes,154324.63602544984,251.82,249.56,246.56,244.06
37.146299,-122.134458,,251.82,249.56,246.56,244.06,1.0,Yes,154325.26450525768,251.82,249.56,246.56,244.06
37.146302,-122.134453,,251.82,249.56,246.56,244.06,1.0,Yes,154325.81963334995,251.82,249.56,246.56,244.06
37.146306,-122.134449,,251.82,249.56,246.56,244.06,1.0,Yes,154326.38827159285,251.82,249.56,246.56,244.06
37.146309,-122.134444,,251.82,249.56,246.56,244.06,1.0,Yes,154326.9433996514,251.82,249.56,246.56,244.06
37.146313,-122.13444,,251.82,249.56,246.56,244.06,1.0,Yes,154327.5120378751,251.82,249.56,246.56,244.06
37.146317,-122.134435,,251.82,249.56,246.56,244.06,1.0,Yes,154328.14003759332,251.82,249.56,246.56,244.06
37.146321,-122.134432,,251.82,249.56,246.56,244.06,1.0,Yes,154328.65782187443,251.82,249.56,246.56,244.06
37.146325,-122.134428,,251.82,249.56,246.56,244.06,1.0,Yes,154329.22646006246,251.82,249.56,246.56,244.06
37.146329,-122.134425,,251.82,249.56,246.56,244.06,1.0,Yes,154329.74424433179,251.82,249.56,246.56,244.06
37.146333,-122.134422,,251.82,249.56,246.56,244.06,1.0,Yes,154330.2620285924,251.82,249.56,246.56,244.06
37.146338,-122.13442,,251.82,249.56,246.56,244.06,1.0,Yes,154330.84468364398,251.82,249.56,246.56,244.06
37.146343,-122.134419,,251.82,249.56,246.56,244.06,1.0,Yes,154331.406652367,251.82,249.56,246.56,244.06
37.146348,-122.134418,,251.82,249.56,246.56,244.06,1.0,Yes,154331.96862108735,251.82,249.56,246.56,244.06
37.146353,-122.134418,,251.82,249.56,246.56,244.06,1.0,Yes,154332.5235230226,251.82,249.56,246.56,244.06
37.146359,-122.134418,,251.82,249.56,246.56,244.06,1.0,Yes,154333.18940534547,251.82,249.56,246.56,244.06
37.146364,-122.134417,,251.82,249.56,246.56,244.06,1.0,Yes,154333.75137406596,251.82,249.56,246.56,244.06
37.14637,-122.134418,,251.82,249.56,246.56,244.06,1.0,Yes,154334.42315673272,251.82,249.56,246.56,244.06
37.146381,-122.134418,,251.82,249.56,246.56,244.06,1.0,Yes,154335.6439409973,251.82,249.56,246.56,244.06
37.146392,-122.134419,,251.82,249.56,246.56,244.06,1.0,Yes,154336.86795361937,251.82,249.56,246.56,244.06
37.146397,-122.134419,,251.82,249.56,246.56,244.06,1.0,Yes,154337.42285555953,251.82,249.56,246.56,244.06
37.146408,-122.134421,,251.82,249.56,246.56,244.06,1.0,Yes,154338.6565025628,251.82,249.56,246.56,244.06
37.146418,-122.134422,,251.82,249.56,246.56,244.06,1.0,Yes,154339.76985665393,251.82,249.56,246.56,244.06
37.146481,-122.134432,,251.82,249.56,246.56,244.06,1.0,Yes,154346.81783773913,251.82,249.56,246.56,244.06
37.146507,-122.134437,,251.82,249.56,246.56,244.06,1.0,Yes,154349.73731880684,251.82,249.56,246.56,244.06
37.146667,-122.134467,,251.82,249.56,246.56,244.06,1.0,Yes,154367.69308510958,251.82,249.56,246.56,244.06
37.146683,-122.13447,,251.82,249.56,246.56,244.06,1.0,Yes,154369.4886617199,251.82,249.56,246.56,244.06
37.146694,-122.134472,,251.82,249.56,246.56,244.06,1.0,Yes,154370.72230868548,251.82,249.56,246.56,244.06
37.146699,-122.134473,,251.82,249.56,246.56,244.06,1.0,Yes,154371.2842773742,251.82,249.56,246.56,244.06
37.146704,-122.134475,,251.82,249.56,246.56,244.06,1.0,Yes,154371.86693219718,251.82,249.56,246.56,244.06
37.146715,-122.134478,,251.82,249.56,246.56,244.06,1.0,Yes,154373.11647126416,251.82,249.56,246.56,244.06
37.146725,-122.134481,,251.82,249.56,246.56,244.06,1.0,Yes,154374.25782934244,251.82,249.56,246.56,244.06
37.146736,-122.134485,,251.82,249.56,246.56,244.06,1.0,Yes,154375.52928366474,251.82,249.56,246.56,244.06
37.146798,-122.134507,,251.82,249.56,246.56,244.06,1.0,Yes,154382.6822699486,251.82,249.56,246.56,244.06
37.146813,-122.134512,,251.82,249.56,246.56,244.06,1.0,Yes,154384.40522108416,251.82,249.56,246.56,244.06
37.146829,-122.134518,,251.82,249.56,246.56,244.06,1.0,Yes,154386.2591884788,251.82,249.56,246.56,244.06
37.146875,-122.134536,,251.82,249.56,246.56,244.06,1.0,Yes,154391.60888232238,251.82,249.56,246.56,244.06
37.146886,-122.13454,,251.82,249.56,246.56,244.06,1.0,Yes,154392.88033647844,251.82,249.56,246.56,244.06
37.146896,-122.134545,,251.82,249.56,246.56,244.06,1.0,Yes,154394.07573564607,251.82,249.56,246.56,244.06
37.146901,-122.134547,,251.82,249.56,246.56,244.06,1.0,Yes,154394.65839034587,251.82,249.56,246.56,244.06
37.146911,-122.134552,,251.82,249.56,246.56,244.06,1.0,Yes,154395.85378948553,251.82,249.56,246.56,244.06
37.14692,-122.134557,,251.82,249.56,246.56,244.06,1.0,Yes,154396.94693299374,251.82,249.56,246.56,244.06
37.146925,-122.13456,,251.82,249.56,246.56,244.06,1.0,Yes,154397.5625215849,251.82,249.56,246.56,244.06
37.14693,-122.134563,,251.82,249.56,246.56,244.06,1.0,Yes,154398.1781101685,251.82,249.56,246.56,244.06
37.146934,-122.134566,,251.82,249.56,246.56,244.06,1.0,Yes,154398.69589338286,251.82,249.56,246.56,244.06
37.146939,-122.134569,,251.82,249.56,246.56,244.06,1.0,Yes,154399.3114819537,251.82,249.56,246.56,244.06
37.146943,-122.134573,,251.82,249.56,246.56,244.06,1.0,Yes,154399.88011837134,251.82,249.56,246.56,244.06
37.146948,-122.134577,,251.82,249.56,246.56,244.06,1.0,Yes,154400.53905478737,251.82,249.56,246.56,244.06
37.146952,-122.134581,,251.82,249.56,246.56,244.06,1.0,Yes,154401.10769118057,251.82,249.56,246.56,244.06
37.146961,-122.134589,,251.82,249.56,246.56,244.06,1.0,Yes,154402.33356732907,251.82,249.56,246.56,244.06
37.146973,-122.134602,,251.82,249.56,246.56,244.06,1.0,Yes,154404.09636043693,251.82,249.56,246.56,244.06
37.147003,-122.134632,,251.82,249.56,246.56,244.06,1.0,Yes,154408.36113256263,251.82,249.56,246.56,244.06
37.147016,-122.134645,,251.82,249.56,246.56,244.06,1.0,Yes,154410.20920028372,251.82,249.56,246.56,244.06
37.147024,-122.134653,,251.82,249.56,246.56,244.06,1.0,Yes,154411.346472668,251.82,249.56,246.56,244.06
37.147032,-122.134662,,251.82,249.56,246.56,244.06,1.0,Yes,154412.54127877,251.82,249.56,246.56,244.06
37.147036,-122.134667,,251.82,249.56,246.56,244.06,1.0,Yes,154413.16927555195,251.82,249.56,246.56,244.06
37.14704,-122.134672,,251.82,249.56,246.56,244.06,1.0,Yes,154413.79727231778,251.82,249.56,246.56,244.06
37.147048,-122.134681,,251.82,249.56,246.56,244.06,1.0,Yes,154414.99207830886,251.82,249.56,246.56,244.06
37.147056,-122.134691,,251.82,249.56,246.56,244.06,1.0,Yes,154416.2480717267,251.82,249.56,246.56,244.06
37.147067,-122.134706,,251.82,249.56,246.56,244.06,1.0,Yes,154418.05531698617,251.82,249.56,246.56,244.06
37.147094,-122.13474,,251.82,249.56,246.56,244.06,1.0,Yes,154422.3100326989,251.82,249.56,246.56,244.06
37.147105,-122.134755,,251.82,249.56,246.56,244.06,1.0,Yes,154424.1172774733,251.82,249.56,246.56,244.06
37.147119,-122.134775,,251.82,249.56,246.56,244.06,1.0,Yes,154426.47758973547,251.82,249.56,246.56,244.06
37.147179,-122.134861,,251.82,249.56,246.56,244.06,1.0,Yes,154436.61233241356,251.82,249.56,246.56,244.06
37.147193,-122.134881,,251.82,249.56,246.56,244.06,1.0,Yes,154438.972643384,251.82,249.56,246.56,244.06
37.1472,-122.134892,,251.82,249.56,246.56,244.06,1.0,Yes,154440.2210461427,251.82,249.56,246.56,244.06
37.147203,-122.134897,,251.82,249.56,246.56,244.06,1.0,Yes,154440.7761700472,251.82,249.56,246.56,244.06
37.14721,-122.134908,,251.82,249.56,246.56,244.06,1.0,Yes,154442.02457270553,251.82,249.56,246.56,244.06
37.147216,-122.134919,,251.82,249.56,246.56,244.06,1.0,Yes,154443.20710920938,251.82,249.56,246.56,244.06
37.147228,-122.134942,,251.82,249.56,246.56,244.06,1.0,Yes,154445.64611148852,251.82,249.56,246.56,244.06
37.147314,-122.135107,,251.82,249.56,246.56,244.06,1.0,Yes,154463.1380262994,251.82,249.56,246.56,244.06
37.147368,-122.135209,,251.82,249.56,246.56,244.06,1.0,Yes,154474.00212797069,251.82,249.56,246.56,244.06
37.147374,-122.135221,,251.82,249.56,246.56,244.06,1.0,Yes,154475.25907487076,251.82,249.56,246.56,244.06
37.147377,-122.135227,,251.82,249.56,246.56,244.06,1.0,Yes,154475.88754829552,251.82,249.56,246.56,244.06
37.14738,-122.135232,,251.82,249.56,246.56,244.06,1.0,Yes,154476.44267137814,251.82,249.56,246.56,244.06
37.147382,-122.135238,,251.82,249.56,246.56,244.06,1.0,Yes,154477.0200755263,251.82,249.56,246.56,244.06
37.147385,-122.135244,,251.82,249.56,246.56,244.06,1.0,Yes,154477.64854890187,251.82,249.56,246.56,244.06
37.147387,-122.13525,,251.82,249.56,246.56,244.06,1.0,Yes,154478.22595301698,251.82,249.56,246.56,244.06
37.147389,-122.135256,,251.82,249.56,246.56,244.06,1.0,Yes,154478.8033571198,251.82,249.56,246.56,244.06
37.147391,-122.135262,,251.82,249.56,246.56,244.06,1.0,Yes,154479.38076120854,251.82,249.56,246.56,244.06
37.147395,-122.135275,,251.82,249.56,246.56,244.06,1.0,Yes,154480.61805404004,251.82,249.56,246.56,244.06
37.147402,-122.1353,,251.82,249.56,246.56,244.06,1.0,Yes,154482.9709900447,251.82,249.56,246.56,244.06
37.147419,-122.135362,,251.82,249.56,246.56,244.06,1.0,Yes,154488.79320149243,251.82,249.56,246.56,244.06
37.147424,-122.135381,,251.82,249.56,246.56,244.06,1.0,Yes,154490.5700231423,251.82,249.56,246.56,244.06
37.147432,-122.135412,,251.82,249.56,246.56,244.06,1.0,Yes,154493.46362309364,251.82,249.56,246.56,244.06
37.147477,-122.135581,,251.82,249.56,246.56,244.06,1.0,Yes,154509.28631690555,251.82,249.56,246.56,244.06
37.147482,-122.135599,,251.82,249.56,246.56,244.06,1.0,Yes,154510.97896872187,251.82,249.56,246.56,244.06
37.147486,-122.135612,,251.82,249.56,246.56,244.06,1.0,Yes,154512.2162602631,251.82,249.56,246.56,244.06
37.147488,-122.135617,,251.82,249.56,246.56,244.06,1.0,Yes,154512.7128262936,251.82,249.56,246.56,244.06
37.14749,-122.135623,,251.82,249.56,246.56,244.06,1.0,Yes,154513.2902297429,251.82,249.56,246.56,244.06
37.147492,-122.135629,,251.82,249.56,246.56,244.06,1.0,Yes,154513.8676331806,251.82,249.56,246.56,244.06
37.147495,-122.135635,,251.82,249.56,246.56,244.06,1.0,Yes,154514.49610590437,251.82,249.56,246.56,244.06
37.147497,-122.13564,,251.82,249.56,246.56,244.06,1.0,Yes,154514.9926718892,251.82,249.56,246.56,244.06
37.1475,-122.135645,,251.82,249.56,246.56,244.06,1.0,Yes,154515.54779441524,251.82,249.56,246.56,244.06
37.147507,-122.135656,,251.82,249.56,246.56,244.06,1.0,Yes,154516.79619410625,251.82,249.56,246.56,244.06
37.147513,-122.135666,,251.82,249.56,246.56,244.06,1.0,Yes,154517.9064390513,251.82,249.56,246.56,244.06
37.147635,-122.135872,,251.82,249.56,246.56,244.06,1.0,Yes,154540.67141713892,251.82,249.56,246.56,244.06
37.147635,-122.135873,,251.82,249.56,246.56,244.06,1.0,Yes,154540.76025642044,251.82,249.56,246.56,244.06
37.147641,-122.135886,,251.82,249.56,246.56,244.06,1.0,Yes,154542.09337981866,251.82,249.56,246.56,244.06
37.147643,-122.135892,,251.82,249.56,246.56,244.06,1.0,Yes,154542.67078228015,251.82,249.56,246.56,244.06
37.14765,-122.135906,,251.82,249.56,246.56,244.06,1.0,Yes,154544.13721652346,251.82,249.56,246.56,244.06
37.147653,-122.135913,,251.82,249.56,246.56,244.06,1.0,Yes,154544.8426087392,251.82,249.56,246.56,244.06
37.147657,-122.135919,,251.82,249.56,246.56,244.06,1.0,Yes,154545.53628973573,251.82,249.56,246.56,244.06
37.147661,-122.135926,,251.82,249.56,246.56,244.06,1.0,Yes,154546.30035430554,251.82,249.56,246.56,244.06
37.147664,-122.135931,,251.82,249.56,246.56,244.06,1.0,Yes,154546.85547606862,251.82,249.56,246.56,244.06
37.147668,-122.135937,,251.82,249.56,246.56,244.06,1.0,Yes,154547.54915700763,251.82,249.56,246.56,244.06
37.147675,-122.135947,,251.82,249.56,246.56,244.06,1.0,Yes,154548.72930825973,251.82,249.56,246.56,244.06
37.147685,-122.135961,,251.82,249.56,246.56,244.06,1.0,Yes,154550.39621475808,251.82,249.56,246.56,244.06
37.147725,-122.136015,,251.82,249.56,246.56,244.06,1.0,Yes,154556.93233681828,251.82,249.56,246.56,244.06
37.147739,-122.136035,,251.82,249.56,246.56,244.06,1.0,Yes,154559.29263826783,251.82,249.56,246.56,244.06
37.14775,-122.13605,,251.82,249.56,246.56,244.06,1.0,Yes,154561.09987478517,251.82,249.56,246.56,244.06
37.147753,-122.136055,,251.82,249.56,246.56,244.06,1.0,Yes,154561.65499613696,251.82,249.56,246.56,244.06
37.14776,-122.136065,,251.82,249.56,246.56,244.06,1.0,Yes,154562.83514664997,251.82,249.56,246.56,244.06
37.147774,-122.136086,,251.82,249.56,246.56,244.06,1.0,Yes,154565.2630280458,251.82,249.56,246.56,244.06
37.147827,-122.136171,,251.82,249.56,246.56,244.06,1.0,Yes,154574.83485900552,251.82,249.56,246.56,244.06
37.147837,-122.136186,,251.82,249.56,246.56,244.06,1.0,Yes,154576.569059133,251.82,249.56,246.56,244.06
37.147844,-122.136197,,251.82,249.56,246.56,244.06,1.0,Yes,154577.81745545744,251.82,249.56,246.56,244.06
37.14785,-122.136208,,251.82,249.56,246.56,244.06,1.0,Yes,154578.99998526112,251.82,249.56,246.56,244.06
37.147856,-122.136219,,251.82,249.56,246.56,244.06,1.0,Yes,154580.18251500127,251.82,249.56,246.56,244.06
37.147861,-122.13623,,251.82,249.56,246.56,244.06,1.0,Yes,154581.30630024377,251.82,249.56,246.56,244.06
37.147869,-122.136246,,251.82,249.56,246.56,244.06,1.0,Yes,154582.98222164242,251.82,249.56,246.56,244.06
37.147874,-122.136258,,251.82,249.56,246.56,244.06,1.0,Yes,154584.18406082803,251.82,249.56,246.56,244.06
37.147877,-122.136263,,251.82,249.56,246.56,244.06,1.0,Yes,154584.73918160147,251.82,249.56,246.56,244.06
37.147879,-122.136269,,251.82,249.56,246.56,244.06,1.0,Yes,154585.31658253592,251.82,249.56,246.56,244.06
37.147881,-122.136275,,251.82,249.56,246.56,244.06,1.0,Yes,154585.89398345805,251.82,249.56,246.56,244.06
37.147884,-122.136281,,251.82,249.56,246.56,244.06,1.0,Yes,154586.52245387828,251.82,249.56,246.56,244.06
37.147886,-122.136287,,251.82,249.56,246.56,244.06,1.0,Yes,154587.09985476843,251.82,249.56,246.56,244.06
37.147887,-122.136293,,251.82,249.56,246.56,244.06,1.0,Yes,154587.6443194765,251.82,249.56,246.56,244.06
37.147889,-122.136299,,251.82,249.56,246.56,244.06,1.0,Yes,154588.22172034625,251.82,249.56,246.56,244.06
37.14789,-122.136305,,251.82,249.56,246.56,244.06,1.0,Yes,154588.76618503392,251.82,249.56,246.56,244.06
37.147891,-122.136311,,251.82,249.56,246.56,244.06,1.0,Yes,154589.31064971563,251.82,249.56,246.56,244.06
37.147892,-122.136316,,251.82,249.56,246.56,244.06,1.0,Yes,154589.76849878274,251.82,249.56,246.56,244.06
37.147894,-122.136339,,251.82,249.56,246.56,244.06,1.0,Yes,154591.8238156347,251.82,249.56,246.56,244.06
37.147895,-122.136345,,251.82,249.56,246.56,244.06,1.0,Yes,154592.3682802872,251.82,249.56,246.56,244.06
37.147897,-122.136357,,251.82,249.56,246.56,244.06,1.0,Yes,154593.45720957284,251.82,249.56,246.56,244.06
37.147898,-122.136363,,251.82,249.56,246.56,244.06,1.0,Yes,154594.00167420492,251.82,249.56,246.56,244.06
37.147901,-122.136375,,251.82,249.56,246.56,244.06,1.0,Yes,154595.1185225154,251.82,249.56,246.56,244.06
37.147903,-122.136387,,251.82,249.56,246.56,244.06,1.0,Yes,154596.2074517177,251.82,249.56,246.56,244.06
37.147905,-122.136393,,251.82,249.56,246.56,244.06,1.0,Yes,154596.78485248444,251.82,249.56,246.56,244.06
37.147908,-122.136406,,251.82,249.56,246.56,244.06,1.0,Yes,154597.98679215615,251.82,249.56,246.56,244.06
37.147914,-122.136425,,251.82,249.56,246.56,244.06,1.0,Yes,154599.8013283742,251.82,249.56,246.56,244.06
37.147936,-122.136501,,251.82,249.56,246.56,244.06,1.0,Yes,154606.98098840207,251.82,249.56,246.56,244.06
37.147956,-122.136571,,251.82,249.56,246.56,244.06,1.0,Yes,154613.58395687066,251.82,249.56,246.56,244.06
37.147962,-122.13659,,251.82,249.56,246.56,244.06,1.0,Yes,154615.39849209835,251.82,249.56,246.56,244.06
37.147966,-122.136603,,251.82,249.56,246.56,244.06,1.0,Yes,154616.63577684056,251.82,249.56,246.56,244.06
37.147968,-122.136609,,251.82,249.56,246.56,244.06,1.0,Yes,154617.21317720096,251.82,249.56,246.56,244.06
37.14797,-122.136615,,251.82,249.56,246.56,244.06,1.0,Yes,154617.79057754765,251.82,249.56,246.56,244.06
37.147972,-122.136621,,251.82,249.56,246.56,244.06,1.0,Yes,154618.3679778817,251.82,249.56,246.56,244.06
37.147975,-122.136627,,251.82,249.56,246.56,244.06,1.0,Yes,154618.99644776317,251.82,249.56,246.56,244.06
37.147978,-122.136632,,251.82,249.56,246.56,244.06,1.0,Yes,154619.55156806883,251.82,249.56,246.56,244.06
37.147981,-122.136637,,251.82,249.56,246.56,244.06,1.0,Yes,154620.10668835937,251.82,249.56,246.56,244.06
37.147987,-122.136648,,251.82,249.56,246.56,244.06,1.0,Yes,154621.28921671555,251.82,249.56,246.56,244.06
37.147995,-122.13666,,251.82,249.56,246.56,244.06,1.0,Yes,154622.67657511844,251.82,249.56,246.56,244.06
37.148019,-122.136699,,251.82,249.56,246.56,244.06,1.0,Yes,154627.04677447394,251.82,249.56,246.56,244.06
37.14802,-122.136698,,251.82,249.56,246.56,244.06,1.0,Yes,154627.1889328068,251.82,249.56,246.56,244.06
