BCD_Cumulative_Rainfall_per_Event,BLN_Cumulative_Rainfall_per_Event,BLO_Cumulative_Rainfall_per_Event,SCH_Cumulative_Rainfall_per_Event,date_hour,discharge,gage_height,NAVD88 ft,flood_stage,Total_Cumulative_Event_Rainfall,new_event,event_duration,rainfall_intensity,event_hours,is_peak,pre_peak_hours,post_peak_hours,pre_peak_cumulative_rain,post_peak_cumulative_rain,pre_peak_intensity,post_peak_intensity,hourly_rainfall,hourly_rainfall_in_inches,low_rainfall,gage_height_change_5hr,stable_gage_height,stable_and_low_rainfall,flood_category,time_from_start,hour_gap,new_event_corrected,time_from_start_corrected
0.0358333333333333,0.0291666666666664,0.6616666666666665,0.0291666666666664,2016-03-05 22:00:00,10800.0,18.87,248.93,Minor Flooding,0.7558333333333327,9970,276.0,0.0027385265700483,59,False,-1,60,0.0,0.7558333333333327,-0.0,0.0125972222222222,0.0249999999999992,0.2999999999999909,False,10.06,False,False,Minor Flooding,59,1.0,6,26
0.0266666666666666,0.0200000000000001,0.6741666666666669,0.0200000000000001,2016-03-05 23:00:00,11600.0,19.46,249.52,Minor Flooding,0.7408333333333338,9970,276.0,0.0026841787439613,60,True,0,60,0.7408333333333338,0.7408333333333338,0.7408333333333338,0.0123472222222222,-0.0149999999999989,-0.1799999999999868,True,8.88,False,False,Minor Flooding,60,1.0,6,27
0.0424999999999998,0.0524999999999999,0.6824999999999998,0.0524999999999999,2016-03-06 00:00:00,11200.0,19.21,249.27,Minor Flooding,0.8299999999999993,9970,276.0,0.0030072463768115,61,False,0,61,0.8299999999999993,0.8299999999999993,0.8299999999999993,0.0136065573770491,0.0891666666666655,1.069999999999986,False,6.640000000000001,False,False,Minor Flooding,61,1.0,6,28
0.0358333333333333,0.0224999999999999,0.6824999999999998,0.0224999999999999,2016-03-06 01:00:00,9140.0,17.61,247.67,Minor Flooding,0.7633333333333329,9970,276.0,0.0027657004830917,62,False,0,62,0.7633333333333329,0.7633333333333329,0.7633333333333329,0.0123118279569892,-0.0666666666666664,-0.7999999999999972,True,3.209999999999999,False,False,Minor Flooding,62,1.0,6,29
0.0391666666666665,0.0333333333333332,0.6875,0.0333333333333332,2016-03-06 02:00:00,6940.0,15.69,245.75,Action,0.7933333333333329,9970,276.0,0.0028743961352656,63,False,0,63,0.7933333333333329,0.7933333333333329,0.7933333333333329,0.0125925925925925,0.03,0.3600000000000003,False,-1.040000000000001,False,False,Minor Flooding,63,1.0,6,30
0.0333333333333332,0.0358333333333333,0.6875,0.0358333333333333,2016-03-06 03:00:00,5410.0,14.12,244.18,Action,0.7924999999999998,9970,276.0,0.0028713768115942,64,False,0,64,0.7924999999999998,0.7924999999999998,0.7924999999999998,0.0123828124999999,-0.0008333333333331,-0.0099999999999975,True,-4.750000000000002,False,False,Minor Flooding,64,1.0,6,31
0.0158333333333337,0.0133333333333333,0.6875,0.0133333333333333,2016-03-06 04:00:00,4430.0,12.9,242.96,No Flooding,0.7300000000000003,9970,276.0,0.0026449275362318,65,False,0,65,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.0112307692307692,-0.0624999999999994,-0.7499999999999933,True,-6.5600000000000005,False,False,Minor Flooding,65,1.0,6,32
0.0,0.0058333333333333,0.6891666666666669,0.0058333333333333,2016-03-06 05:00:00,3830.0,12.08,242.14,No Flooding,0.7008333333333334,9970,276.0,0.0025392512077294,66,False,0,66,0.7008333333333334,0.7008333333333334,0.7008333333333334,0.0106186868686868,-0.0291666666666668,-0.3500000000000027,True,-7.130000000000001,False,False,Minor Flooding,66,1.0,6,33
0.0066666666666665,0.0166666666666669,0.6891666666666669,0.0166666666666669,2016-03-06 06:00:00,3380.0,11.43,241.49,No Flooding,0.7291666666666673,9970,276.0,0.0026419082125603,67,False,0,67,0.7291666666666673,0.7291666666666673,0.7291666666666673,0.0108830845771144,0.0283333333333338,0.3400000000000065,False,-6.18,False,False,Minor Flooding,67,1.0,6,34
0.0066666666666665,0.0033333333333332,0.6891666666666669,0.0033333333333332,2016-03-06 07:00:00,2990.0,10.82,240.88,No Flooding,0.7024999999999998,9970,276.0,0.0025452898550724,68,False,0,68,0.7024999999999998,0.7024999999999998,0.7024999999999998,0.0103308823529411,-0.0266666666666675,-0.32000000000001,True,-4.869999999999999,False,False,Minor Flooding,68,1.0,6,35
0.0033333333333332,0.0,0.6891666666666669,0.0,2016-03-06 08:00:00,2740.0,10.36,240.42,No Flooding,0.6925000000000001,9970,276.0,0.0025090579710144,69,False,0,69,0.6925000000000001,0.6925000000000001,0.6925000000000001,0.0100362318840579,-0.0099999999999996,-0.1199999999999961,True,-3.76,False,False,Minor Flooding,69,1.0,6,36
0.0,0.0033333333333332,0.6891666666666669,0.0033333333333332,2016-03-06 09:00:00,2500.0,9.9,239.96,No Flooding,0.6958333333333333,9970,276.0,0.0025211352657004,70,False,0,70,0.6958333333333333,0.6958333333333333,0.6958333333333333,0.0099404761904761,0.0033333333333331,0.0399999999999982,True,-3.0,False,False,Minor Flooding,70,1.0,6,37
0.0,0.0,0.6891666666666669,0.0,2016-03-06 10:00:00,2280.0,9.49,239.55,No Flooding,0.6891666666666669,9970,276.0,0.0024969806763285,71,False,0,71,0.6891666666666669,0.6891666666666669,0.6891666666666669,0.009706572769953,-0.0066666666666663,-0.0799999999999965,True,-2.59,False,False,Minor Flooding,71,1.0,6,38
0.0,0.0,0.6908333333333333,0.0,2016-03-06 11:00:00,2070.0,9.16,239.22,No Flooding,0.6908333333333333,9970,276.0,0.0025030193236714,72,False,0,72,0.6908333333333333,0.6908333333333333,0.6908333333333333,0.0095949074074074,0.0016666666666663,0.0199999999999964,True,-2.27,False,False,Minor Flooding,72,1.0,6,39
0.0,0.0,0.6908333333333333,0.0,2016-03-06 12:00:00,1910.0,8.9,238.96,No Flooding,0.6908333333333333,9970,276.0,0.0025030193236714,73,False,0,73,0.6908333333333333,0.6908333333333333,0.6908333333333333,0.0094634703196347,0.0,0.0,True,-1.92,False,False,Minor Flooding,73,1.0,6,40
0.0,0.0,0.6908333333333333,0.0,2016-03-06 13:00:00,1750.0,8.61,238.67,No Flooding,0.6908333333333333,9970,276.0,0.0025030193236714,74,False,0,74,0.6908333333333333,0.6908333333333333,0.6908333333333333,0.0093355855855855,0.0,0.0,True,-1.75,False,False,Minor Flooding,74,1.0,6,41
