Latitude,Longitude,Distance_From_Gage,Major_Flooding_NAVD88,Moderate_Flooding_NAVD88,Minor_Flooding_NAVD88,Action_Flooding_NAVD88,Elevation_Factor,Interpolated_Major_Flooding_NAVD88,Interpolated_Moderate_Flooding_NAVD88,Interpolated_Minor_Flooding_NAVD88,Interpolated_Action_Flooding_NAVD88
36.975238,-122.023085,8843.896604776148,251.82,249.56,246.56,244.06,0.6241308672918668,157.1686350014379,155.75809924135828,153.8857066394827,152.32537947125303
36.975713,-122.023217,8792.321449999541,251.82,249.56,246.56,244.06,0.626328218021226,157.7219718621051,156.30647008937714,154.42748543531349,152.8616648902604
36.976068,-122.023364,8751.645682172842,251.82,249.56,246.56,244.06,0.6280612022165885,158.1583719421813,156.7389536251718,154.85477001852206,153.2846170129806
36.97799,-122.024346,8523.229495132104,251.82,249.56,246.56,244.06,0.6377928351581738,160.6089917495313,159.16757994207384,157.25420143659932,155.65971934870387
36.978435,-122.024661,8466.438849559008,251.82,249.56,246.56,244.06,0.6402123909891029,161.2182842988759,159.7714042952405,157.8507671222732,156.25023614480045
36.97875,-122.024845,8427.982614391396,251.82,249.56,246.56,244.06,0.641850812371646,161.6308715714279,160.18028873546797,158.25473629835304,156.65010926742391
36.97875,-122.024845,8427.982614391396,251.82,249.56,246.56,244.06,0.641850812371646,161.6308715714279,160.18028873546797,158.25473629835304,156.65010926742391
36.979103,-122.02505,8384.942502646627,251.82,249.56,246.56,244.06,0.6436845290389774,162.0926381025953,160.6379110669672,158.70685747985027,157.09764615725283
36.980106,-122.025543,8266.68026036993,251.82,249.56,246.56,244.06,0.6487230718305195,163.3614439483614,161.89532980602445,159.94916059053287,158.3273529109566
36.980684,-122.025825,8198.642321195772,251.82,249.56,246.56,244.06,0.6516218166993616,164.09140588123324,162.61874057549267,160.66387512539458,159.0348205836462
36.98113,-122.026,8148.07560615756,251.82,249.56,246.56,244.06,0.653776203024556,164.6339234456437,163.1563892268082,161.19506061773453,159.56062011017312
36.982127,-122.026466,8031.7037272057505,251.82,249.56,246.56,244.06,0.6587342072069813,165.88244805886202,164.39370875057426,162.4175061289533,160.77067061093587
36.982566,-122.026659,7981.033636136222,251.82,249.56,246.56,244.06,0.6608929978504718,166.42607471870582,164.93245654356375,162.94977755001233,161.29754505538617
36.983086,-122.026916,7919.737573241303,251.82,249.56,246.56,244.06,0.6635045062229117,167.08370475705362,165.58418457298984,163.5936710543211,161.93490978876383
36.983339,-122.027041,7889.920985979699,251.82,249.56,246.56,244.06,0.6647748368704893,167.4035994207266,165.9012082893993,163.90688377878786,162.24494668661163
36.983736,-122.027207,7844.516839182849,251.82,249.56,246.56,244.06,0.6667092728506065,167.89072908923973,166.38396613259738,164.38383831404556,162.71706513191904
36.984245,-122.027453,7784.8026350428445,251.82,249.56,246.56,244.06,0.6692533863988543,168.5313877629595,167.0188751096981,165.01111495050154,163.33798148450438
36.98458,-122.027591,7746.605495194994,251.82,249.56,246.56,244.06,0.6708807690692049,168.94119526700717,167.42500472891078,165.41236242170316,163.73516049903014
36.984852,-122.027684,7716.474113715809,251.82,249.56,246.56,244.06,0.6721645114710778,169.2644672786468,167.74537548272218,165.72888194830895,164.04847066963126
36.985166,-122.027803,7681.165693545237,251.82,249.56,246.56,244.06,0.673668820729099,169.6432824360017,168.12079090115392,166.09978443896665,164.41561238714388
36.985202,-122.027811,7677.378203579508,251.82,249.56,246.56,244.06,0.6738301860972629,169.68391746301273,168.1610612424329,166.13957068414112,164.45499521889798
36.985408,-122.027857,7655.700430002046,251.82,249.56,246.56,244.06,0.6747537639670266,169.91649284217664,168.39154933561116,166.36728804371006,164.6804036337925
36.985565,-122.027892,7639.1878259582545,251.82,249.56,246.56,244.06,0.6754572806640953,170.09365241683247,168.56711896253162,166.54074712053932,164.8521039188791
36.985565,-122.027892,7639.1878259582545,251.82,249.56,246.56,244.06,0.6754572806640953,170.09365241683247,168.56711896253162,166.54074712053932,164.8521039188791
36.985911,-122.02797,7602.775721204666,251.82,249.56,246.56,244.06,0.677008612216746,170.48430872842098,168.95426926481113,166.9232434281609,165.23072189761905
36.986222,-122.028021,7570.957432434726,251.82,249.56,246.56,244.06,0.6783642250178791,170.8256791440023,169.2925759954619,167.25748332040826,165.56157275786356
36.986595,-122.028175,7528.502396740561,251.82,249.56,246.56,244.06,0.6801730146192212,171.28116854141228,169.74397752837285,167.70345848451518,166.00302594796713
36.987024,-122.028492,7473.163940125417,251.82,249.56,246.56,244.06,0.6825307001856841,171.87488092075895,170.3323615383393,168.28476943778227,166.57844268731805
36.987567,-122.028815,7406.769573095003,251.82,249.56,246.56,244.06,0.6853594209418608,172.58720938157936,171.03829709025078,168.98221882742519,167.26882027507054
36.987673,-122.02888,7393.718536388767,251.82,249.56,246.56,244.06,0.6859154581491083,172.72723067110843,171.17706173569147,169.11931536124413,167.40452671587136
36.987785,-122.028931,7380.754705196894,251.82,249.56,246.56,244.06,0.686467779980194,172.86631635461245,171.31489917185723,169.25549583191665,167.53932638196616
36.987886,-122.028956,7370.046154528976,251.82,249.56,246.56,244.06,0.6869240159667354,172.9812057007433,171.42875742465847,169.36798537675827,167.65067533684143
36.987976,-122.028958,7361.454627621325,251.82,249.56,246.56,244.06,0.6872900565147203,173.07338203153685,171.5201065038136,169.45823633426943,167.74001119298265
36.988054,-122.028934,7355.217379232104,251.82,249.56,246.56,244.06,0.6875557934253823,173.14029990037977,171.58642380723842,169.52375642696225,167.80486694339882
36.988147,-122.028884,7348.7920400918465,251.82,249.56,246.56,244.06,0.6878295439106183,173.2092357475719,171.6547409783339,169.59125234660206,167.87167848682552
36.988309,-122.028861,7334.60782820962,251.82,249.56,246.56,244.06,0.6884338598542117,173.36141458848758,171.80555406521708,169.74025248565442,168.0191678360189
36.988415,-122.028881,7323.683778765775,251.82,249.56,246.56,244.06,0.6888992771295831,173.4786159667716,171.92170360045876,169.85500576907,168.13275757624606
36.988557,-122.028932,7307.912196835352,251.82,249.56,246.56,244.06,0.6895712227050849,173.64782530159445,172.08939433828098,170.02068067016572,168.29675261340302
36.988676,-122.028986,7294.165687236427,251.82,249.56,246.56,244.06,0.6901568904170708,173.79530814482678,172.2355535724842,170.16508290123298,168.43969067519032
36.988802,-122.029015,7280.94316593313,251.82,249.56,246.56,244.06,0.6907202336965164,173.93716924945676,172.37614152130263,170.30398082021307,168.57718023597178
36.988951,-122.029067,7264.474051076958,251.82,249.56,246.56,244.06,0.6914218975441162,174.11386223955932,172.55124875110965,170.4769830584773,168.748428314617
36.989071,-122.029112,7251.06493745414,251.82,249.56,246.56,244.06,0.6919931905577151,174.2577252462438,172.6938206355834,170.61784106391025,168.88785808751595
36.989205,-122.029186,7234.968317335903,251.82,249.56,246.56,244.06,0.692678984330128,174.43042183401283,172.86496732942675,170.78693037643635,169.05523291561104
36.989229,-122.029199,7232.09744210192,251.82,249.56,246.56,244.06,0.6928012974829748,174.46122273216272,172.8954917998512,170.81708790740228,169.08508466369483
36.989293,-122.029246,7223.85748899553,251.82,249.56,246.56,244.06,0.6931523592887345,174.5496271160891,172.9831027840966,170.90364570623038,169.17076480800856
36.989354,-122.029316,7214.809851729124,251.82,249.56,246.56,244.06,0.693537832341262,174.64669694017658,173.07930143908536,170.99868794206157,169.2648433612084
36.989477,-122.029437,7197.5211359521845,251.82,249.56,246.56,244.06,0.6942744151472018,174.83218322236834,173.26312304413568,171.18029979869408,169.44461376082606
36.989683,-122.029553,7172.669603189966,251.82,249.56,246.56,244.06,0.6953332104892087,175.09880906539254,173.52735600968694,171.4413563782193,169.70302335199628
36.989842,-122.0297,7150.766226871306,251.82,249.56,246.56,244.06,0.6962664001255308,175.33380487961117,173.76024281532744,171.67144361495087,169.93077761463704
36.989931,-122.029774,7138.898266281199,251.82,249.56,246.56,244.06,0.6967720325753339,175.4611332431206,173.88642844950033,171.79611235177433,170.054182270336
36.990061,-122.02988,7121.6620402600765,251.82,249.56,246.56,244.06,0.6975063790641222,175.64605637592723,174.06969195924233,171.97717282204997,170.23340687438966
36.990255,-122.030033,7096.185829051327,251.82,249.56,246.56,244.06,0.6985917887254858,175.9193842368518,174.34056679433223,172.24479142815576,170.49831195634206
36.990473,-122.030256,7065.14057971669,251.82,249.56,246.56,244.06,0.6999144663124766,176.25246090680784,174.67065421294166,172.5709108140042,170.82112464822302
36.990587,-122.030462,7044.683018205289,251.82,249.56,246.56,244.06,0.7007860572539424,176.47194493768777,174.88816844829387,172.78581027653203,171.0338451333972
36.99063,-122.030524,7037.710378977606,251.82,249.56,246.56,244.06,0.7010831253666581,176.54675262983184,174.9623047665032,172.85905539040323,171.10634757698656
36.990736,-122.030781,7015.619247023982,251.82,249.56,246.56,244.06,0.7020243142999907,176.78376282702365,175.19718787670567,173.0911149338057,171.33605414805572
36.990809,-122.031027,6997.181585845004,251.82,249.56,246.56,244.06,0.7028098477300848,176.98157585538996,175.39322559951998,173.28479605632972,171.5277714370045
36.990905,-122.03127,6976.741405340434,251.82,249.56,246.56,244.06,0.7036806981567,177.2008734098202,175.61055503198605,173.49951293751596,171.7403111921242
36.991001,-122.031499,6956.9775019177005,251.82,249.56,246.56,244.06,0.704522735912845,177.41291535757261,175.8206939744096,173.70712576667106,171.94581892688893
36.991103,-122.031616,6941.87976193855,251.82,249.56,246.56,244.06,0.7051659725662017,177.5748952116209,175.9812201136213,173.8657221959227,172.1028072645072
36.991195,-122.031682,6930.104837240611,251.82,249.56,246.56,244.06,0.7056676412375849,177.7012254164486,176.10641654725168,173.98941362353892,172.22524452044496
36.991305,-122.031741,6916.954423644266,251.82,249.56,246.56,244.06,0.7062279123803952,177.8423128956311,176.24623781365142,174.12755407651022,172.36198429555924
36.991424,-122.031813,6902.347463523752,251.82,249.56,246.56,244.06,0.706850239441042,177.99902729604318,176.40154575490644,174.2809950365833,172.5138694379807
36.991494,-122.031857,6893.678446685199,251.82,249.56,246.56,244.06,0.7072195814344016,178.092034996811,176.49371874276926,174.37205999846606,172.60401104488005
36.991589,-122.031975,6879.195306652423,251.82,249.56,246.56,244.06,0.7078366331611927,178.24742096265155,176.64771017170725,174.52420027222368,172.7546086893207
36.991589,-122.031975,6879.195306652423,251.82,249.56,246.56,244.06,0.7078366331611927,178.24742096265155,176.64771017170725,174.52420027222368,172.7546086893207
36.991617,-122.032009,6874.963216974255,251.82,249.56,246.56,244.06,0.7080169406247634,178.2928259881279,176.69270770231594,174.56865688044167,172.79861452887977
36.99173,-122.032175,6856.545198149792,251.82,249.56,246.56,244.06,0.708801637195672,178.49042827861413,176.8885365785519,174.7621316669649,172.9901275739757
36.991848,-122.032477,6831.347078679992,251.82,249.56,246.56,244.06,0.7098751988056229,178.76077256323194,177.15645461393126,175.0268290175144,173.25214102050032
36.991921,-122.03266,6815.954590458388,251.82,249.56,246.56,244.06,0.7105309931579016,178.92591469702276,177.32011465248593,175.18852167301222,173.41219419011748
36.99194,-122.032675,6813.459180555072,251.82,249.56,246.56,244.06,0.7106373096739615,178.952687322097,177.34664700223385,175.21473507321195,173.43814179902705
36.992032,-122.032745,6801.497848481786,251.82,249.56,246.56,244.06,0.7111469201999829,179.0810174447597,177.47382540510773,175.3403846445078,173.56251734400783
36.992163,-122.032795,6786.764245233108,251.82,249.56,246.56,244.06,0.7117746428696442,179.2390905674338,177.6304798745484,175.49515594593947,173.71571933876535
36.992479,-122.032855,6754.045589496604,251.82,249.56,246.56,244.06,0.713168615652812,179.5901207936911,177.97835972231576,175.83885387535733,174.05593233622528
36.992583,-122.032867,6743.64372176882,251.82,249.56,246.56,244.06,0.7136117854646593,179.7017198157105,178.08895718056039,175.9481218241664,174.16409236050475
36.992815,-122.032867,6721.702100033874,251.82,249.56,246.56,244.06,0.7145466045404611,179.93712595537892,178.3222506291175,176.1786108154961,174.39224430414495
36.993051,-122.032891,6698.286853818843,251.82,249.56,246.56,244.06,0.7155442071375173,180.1883422413696,178.57121233323883,176.42457971182628,174.63571919398248
36.993364,-122.032916,6667.585627196614,251.82,249.56,246.56,244.06,0.7168522276951439,180.51772797819112,178.89764194360012,176.7470852605147,174.9549546912768
36.993691,-122.033039,6630.988900829106,251.82,249.56,246.56,244.06,0.7184114250203699,180.91036504862956,179.2867552280835,177.1315209530224,175.33549239047147
36.994173,-122.03315,6580.396216116323,251.82,249.56,246.56,244.06,0.7205669177791486,181.4531612351452,179.82468000096432,177.66297924762688,175.861561953179
36.994396,-122.033188,6557.643189714245,251.82,249.56,246.56,244.06,0.7215363066132934,181.69727273135953,180.0666006784135,177.90199175857362,176.0981509920404
36.99467,-122.033251,6528.93301570135,251.82,249.56,246.56,244.06,0.7227594987119019,182.00529696563115,180.37186049854225,178.20358200240653,176.39668325562678
36.994916,-122.033348,6501.246586986908,251.82,249.56,246.56,244.06,0.7239390743155534,182.30233769414264,180.6662353861895,178.49441816324284,176.68457047745395
36.995054,-122.033447,6483.593209260265,251.82,249.56,246.56,244.06,0.724691193482065,182.4917363426536,180.85393424538415,178.67986066493796,176.8681326812328
36.995238,-122.033586,6459.721878459913,251.82,249.56,246.56,244.06,0.725708227485591,182.74784584542152,181.1077452513041,178.93062056884733,177.11635000013337
36.995383,-122.033705,6440.459304503008,251.82,249.56,246.56,244.06,0.7265289061847994,182.95450915545618,181.31255382747852,179.13296710892413,177.31664484346214
36.995574,-122.033892,6413.644913673621,251.82,249.56,246.56,244.06,0.727671328762133,183.24219400888035,181.59765680587793,179.41464281959153,177.59546449768618
36.996153,-122.034853,6313.704694814595,251.82,249.56,246.56,244.06,0.7319292648508056,184.31442747472985,182.66026733616704,180.46447954161462,178.6346563794876
36.996289,-122.035097,6289.403733764957,251.82,249.56,246.56,244.06,0.7329646031782975,184.57514637235886,182.91864636917592,180.71975255964102,178.88734105169527
36.996371,-122.035282,6272.981316654201,251.82,249.56,246.56,244.06,0.7336642774763672,184.75133835409878,183.0932570870022,180.8922642545731,179.0581035608822
36.996438,-122.035485,6257.14561243675,251.82,249.56,246.56,244.06,0.7343389549710417,184.92123564080774,183.26162960257318,181.05861273766004,179.22276535023244
36.99648,-122.035828,6237.172827986936,251.82,249.56,246.56,244.06,0.7351898920679486,185.1355186205508,183.47398946447726,181.2684197882734,179.43044505810354
36.996502,-122.036181,6218.724093967637,251.82,249.56,246.56,244.06,0.7359758972545283,185.3334504466353,183.67014491884007,181.4622172270765,179.62227748394017
36.99655,-122.036408,6203.699926466671,251.82,249.56,246.56,244.06,0.7366159993649195,185.49464096007404,183.82988880150933,181.62004080341455,179.77850080500227
36.996628,-122.036646,6185.351766031317,251.82,249.56,246.56,244.06,0.7373977196309982,185.69149375747796,184.0249749111119,181.8127817522189,179.96928745314142
36.996734,-122.036797,6168.3472854842175,251.82,249.56,246.56,244.06,0.7381221926431372,185.8739305513948,184.20577439602133,181.99140781809191,180.14610233648406
36.996798,-122.036858,6159.463409557424,251.82,249.56,246.56,244.06,0.7385006886715413,185.96924342126752,184.30023186486986,182.08472979885522,180.23847807717638
36.996798,-122.036858,6159.463409557424,251.82,249.56,246.56,244.06,0.7385006886715413,185.96924342126752,184.30023186486986,182.08472979885522,180.23847807717638
36.996863,-122.036919,6150.4845112149305,251.82,249.56,246.56,244.06,0.738883233113864,186.0655757627332,184.3956996558959,182.1790499565543,180.33184187376963
36.996895,-122.036916,6147.576145393262,251.82,249.56,246.56,244.06,0.7390071435468459,186.09677888796674,184.42662274355087,182.20960131291034,180.36208345404322
36.996986,-122.036907,6139.330738093099,251.82,249.56,246.56,244.06,0.739358437727607,186.185241788566,184.5142917193016,182.2962164061188,180.44782031179977
36.997281,-122.036857,6113.600298278067,251.82,249.56,246.56,244.06,0.7404546787556598,186.46129720425026,184.78786963026246,182.5665055939955,180.71536889710634
36.997418,-122.036832,6101.757133568682,251.82,249.56,246.56,244.06,0.740959254781167,186.58835953899347,184.91379162318802,182.69091385884454,180.8385157218916
36.997611,-122.036803,6084.811050361259,251.82,249.56,246.56,244.06,0.7416812397845449,186.7701698025441,185.09397020063102,182.86892648127738,181.01472338181603
