BCD_Cumulative_Rainfall_per_Event,BLN_Cumulative_Rainfall_per_Event,BLO_Cumulative_Rainfall_per_Event,SCH_Cumulative_Rainfall_per_Event,date_hour,discharge,gage_height
0.0,0.0,0.0,0.0,2016-07-20 09:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-20 10:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-20 11:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-20 12:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-20 13:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-20 14:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-20 15:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-20 16:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-20 17:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-20 18:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-20 19:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-20 20:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-20 21:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-20 22:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-20 23:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-21 00:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-21 01:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-21 02:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-21 03:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 04:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 05:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 06:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 07:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 08:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 09:00:00,18.2,3.01
0.0,0.0,0.0,0.0,2016-07-21 10:00:00,18.2,3.01
0.0,0.0,0.0,0.0,2016-07-21 11:00:00,18.2,3.01
0.0,0.0,0.0,0.0,2016-07-21 12:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 13:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 14:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-21 15:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-21 16:00:00,17.4,2.99
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-21 17:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-21 18:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-21 19:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-21 20:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-21 21:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-21 22:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-21 23:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-22 00:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-22 01:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-22 02:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-22 03:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-22 04:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-22 05:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-22 06:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-22 07:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-22 08:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-22 09:00:00,18.2,3.01
0.0,0.0,0.0,0.0,2016-07-22 10:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-22 11:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-22 12:00:00,17.8,3.0
0.0,0.0,0.0,0.0,2016-07-22 13:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-22 14:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-22 15:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-22 16:00:00,17.0,2.98
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-22 17:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-22 18:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-22 19:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-22 20:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-22 21:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-22 22:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-22 23:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 00:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 01:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 02:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 03:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 04:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 05:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 06:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 07:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 08:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 09:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-23 10:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-23 11:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-23 12:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 13:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 14:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 15:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-23 16:00:00,16.7,2.97
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-23 17:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 18:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 19:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-23 20:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-23 21:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 22:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-23 23:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 00:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 01:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 02:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 03:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 04:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 05:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 06:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 07:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 08:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-24 09:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-24 10:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 11:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 12:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 13:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 14:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-24 15:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 16:00:00,16.7,2.97
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-24 17:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-24 18:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-24 19:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-24 20:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-24 21:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-24 22:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-24 23:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 00:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 01:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 02:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 03:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 04:00:00,16.7,2.97
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-25 05:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-25 06:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-25 07:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-25 08:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-25 09:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-25 10:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-25 11:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-25 12:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-25 13:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-25 14:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-25 15:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-25 16:00:00,16.7,2.97
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-25 17:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-25 18:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-25 19:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 20:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 21:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 22:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-25 23:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 00:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 01:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 02:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 03:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 04:00:00,16.7,2.97
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-26 05:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-26 06:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-26 07:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-26 08:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-26 09:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-26 10:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-26 11:00:00,17.4,2.99
0.0,0.0,0.0,0.0,2016-07-26 12:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-26 13:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-26 14:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-26 15:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-26 16:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-26 17:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-26 18:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 19:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 20:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 21:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 22:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-26 23:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-27 00:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-27 01:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-27 02:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-27 03:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 04:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 05:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 06:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 07:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 08:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-27 09:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-27 10:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-27 11:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-27 12:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 13:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 14:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-27 15:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-27 16:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-27 17:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-27 18:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-27 19:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-27 20:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-27 21:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-27 22:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-27 23:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 00:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 01:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 02:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 03:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 04:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 05:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 06:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 07:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 08:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 09:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-28 10:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-28 11:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 12:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 13:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 14:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 15:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-28 16:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 17:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 18:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 19:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 20:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 21:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 22:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-28 23:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 00:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 01:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 02:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 03:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 04:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 05:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 06:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 07:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-29 08:00:00,17.0,2.98
0.0,0.0,0.0,0.0,2016-07-29 09:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-29 10:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-29 11:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 12:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 13:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 14:00:00,16.7,2.97
0.0,0.0,0.0,0.0,2016-07-29 15:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 16:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 17:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-29 18:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 19:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 20:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-29 21:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-29 22:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-29 23:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 00:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 01:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 02:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 03:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 04:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 05:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 06:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 07:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-30 08:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-30 09:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-30 10:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-30 11:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-30 12:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-30 13:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-30 14:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 15:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 16:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 17:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-30 18:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 19:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 20:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 21:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 22:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-30 23:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 00:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 01:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 02:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 03:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 04:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 05:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 06:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 07:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 08:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 09:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-31 10:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-31 11:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-31 12:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-31 13:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-31 14:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-07-31 15:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 16:00:00,15.9,2.95
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-07-31 17:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-07-31 18:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 19:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 20:00:00,15.1,2.93
0.0,0.0,0.0,0.0,2016-07-31 21:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 22:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-07-31 23:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 00:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 01:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 02:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 03:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-01 04:00:00,15.9,2.95
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-08-01 05:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-01 06:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-01 07:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-01 08:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-01 09:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-01 10:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-01 11:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-01 12:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-01 13:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-01 14:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-01 15:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-01 16:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-01 17:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 18:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 19:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 20:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 21:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-01 22:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-01 23:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-02 00:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-02 01:00:00,15.5,2.94
0.0,0.0,0.0,0.0,2016-08-02 02:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-02 03:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-02 04:00:00,15.9,2.95
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-08-02 05:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-02 06:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-02 07:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-02 08:00:00,15.9,2.95
0.0,0.0,0.0,0.0,2016-08-02 09:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-02 10:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-02 11:00:00,16.3,2.96
0.0,0.0,0.0,0.0,2016-08-02 12:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-02 13:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-02 14:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-02 15:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-02 16:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-02 17:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-02 18:00:00,14.7,2.93
0.0,0.0,0.0,0.0,2016-08-02 19:00:00,14.7,2.93
0.0,0.0,0.0,0.0,2016-08-02 20:00:00,14.7,2.93
0.0,0.0,0.0,0.0,2016-08-02 21:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-02 22:00:00,14.7,2.93
0.0,0.0,0.0,0.0,2016-08-02 23:00:00,14.7,2.93
0.0,0.0,0.0,0.0,2016-08-03 00:00:00,14.7,2.93
0.0,0.0,0.0,0.0,2016-08-03 01:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 02:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 03:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 04:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-03 05:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-03 06:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-03 07:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-03 08:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-03 09:00:00,16.3,2.97
0.0,0.0,0.0,0.0,2016-08-03 10:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-03 11:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-03 12:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-03 13:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-03 14:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-03 15:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-03 16:00:00,15.1,2.94
0.0,7.75226797871242e-12,0.0,7.75226797871242e-12,2016-08-03 17:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 18:00:00,15.1,2.94
7.75226797871242e-12,0.0,0.0,0.0,2016-08-03 19:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 20:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 21:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 22:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-03 23:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-04 00:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-04 01:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-04 02:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-04 03:00:00,15.1,2.94
0.0,0.0,0.0,0.0,2016-08-04 04:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-04 05:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-04 06:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-04 07:00:00,15.5,2.95
0.0,0.0,0.0,0.0,2016-08-04 08:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-04 09:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-04 10:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-04 11:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-04 12:00:00,16.3,2.97
0.0,0.0,0.0,0.0,2016-08-04 13:00:00,16.7,2.98
0.0,0.0,0.0,0.0,2016-08-04 14:00:00,16.7,2.98
0.0,0.0,0.0,0.0,2016-08-04 15:00:00,16.3,2.97
0.0,0.0,0.0,0.0,2016-08-04 16:00:00,16.3,2.97
0.0,0.0,0.0,0.0,2016-08-04 17:00:00,16.3,2.97
0.0,0.0,0.0,0.0,2016-08-04 18:00:00,15.9,2.96
0.0,0.0,0.0,0.0,2016-08-04 19:00:00,15.9,2.96
